[
["128.110.0.49", "128.110.0.11", "38096", "11484", "TCP", "219", "2.6s", "08-31-2017-12-22-20"],
["128.110.0.49", "128.110.0.11", "37307", "12137", "TCP", "219", "3.4s", "08-31-2017-12-14-47"],
["128.110.0.49", "128.110.0.11", "34260", "15504", "TCP", "239", "3.4s", "08-31-2017-12-24-52"],
["128.110.0.49", "128.110.0.11", "33491", "19895", "TCP", "227", "2.2s", "08-31-2017-12-11-48"],
["128.110.0.49", "128.110.0.11", "38900", "12378", "TCP", "250", "1.0s", "08-31-2017-12-59-34"],
["128.110.0.49", "128.110.0.11", "36197", "18881", "TCP", "207", "2.6s", "08-31-2017-12-55-48"],
["128.110.0.49", "128.110.0.11", "31864", "10332", "TCP", "232", "3.0s", "08-31-2017-12-28-55"],
["128.110.0.49", "128.110.0.11", "30288", "16498", "TCP", "248", "3.3s", "08-31-2017-12-31-42"],
["128.110.0.49", "128.110.0.11", "34933", "15175", "TCP", "249", "2.2s", "08-31-2017-12-03-09"],
["128.110.0.49", "128.110.0.11", "31679", "13953", "TCP", "247", "2.1s", "08-31-2017-12-30-15"],
["128.110.0.49", "128.110.0.11", "37190", "18353", "TCP", "209", "2.7s", "08-31-2017-12-10-56"],
["128.110.0.49", "128.110.0.11", "35268", "12019", "TCP", "237", "3.3s", "08-31-2017-12-07-33"],
["128.110.0.49", "128.110.0.11", "30946", "12387", "TCP", "211", "3.3s", "08-31-2017-12-29-52"],
["128.110.0.49", "128.110.0.11", "39202", "10260", "TCP", "242", "2.2s", "08-31-2017-12-33-09"],
["128.110.0.49", "128.110.0.11", "37761", "14941", "TCP", "229", "1.8s", "08-31-2017-12-31-33"],
["128.110.0.49", "128.110.0.11", "37784", "15706", "TCP", "245", "3.1s", "08-31-2017-12-23-11"],
["128.110.0.49", "128.110.0.11", "37288", "16563", "TCP", "206", "1.9s", "08-31-2017-12-52-39"],
["128.110.0.49", "128.110.0.11", "35250", "16942", "TCP", "237", "3.3s", "08-31-2017-12-52-53"],
["128.110.0.49", "128.110.0.11", "35259", "16395", "TCP", "201", "2.3s", "08-31-2017-12-11-11"],
["128.110.0.49", "128.110.0.11", "36899", "19560", "TCP", "214", "3.2s", "08-31-2017-12-13-51"],
["128.110.0.49", "128.110.0.11", "35464", "10432", "TCP", "218", "3.3s", "08-31-2017-12-55-39"],
["128.110.0.49", "128.110.0.11", "31952", "17633", "TCP", "232", "2.0s", "08-31-2017-12-03-26"],
["128.110.0.49", "128.110.0.11", "34667", "19432", "TCP", "202", "3.1s", "08-31-2017-12-33-08"],
["128.110.0.49", "128.110.0.11", "39698", "17188", "TCP", "223", "2.7s", "08-31-2017-12-09-31"],
["128.110.0.49", "128.110.0.11", "31545", "12573", "TCP", "233", "2.7s", "08-31-2017-12-55-52"],
["128.110.0.49", "128.110.0.11", "31664", "15223", "TCP", "227", "1.9s", "08-31-2017-12-32-26"],
["128.110.0.49", "128.110.0.11", "38405", "11564", "TCP", "203", "2.8s", "08-31-2017-12-31-05"],
["128.110.0.49", "128.110.0.11", "31669", "14496", "TCP", "228", "2.7s", "08-31-2017-12-30-47"],
["128.110.0.49", "128.110.0.11", "35590", "18439", "TCP", "244", "2.6s", "08-31-2017-12-43-22"],
["128.110.0.49", "128.110.0.11", "36669", "11904", "TCP", "230", "2.6s", "08-31-2017-12-50-21"],
["128.110.0.49", "128.110.0.11", "33749", "16200", "TCP", "202", "1.9s", "08-31-2017-12-18-34"],
["128.110.0.49", "128.110.0.11", "31601", "16587", "TCP", "239", "1.6s", "08-31-2017-12-56-07"],
["128.110.0.49", "128.110.0.11", "37420", "13996", "TCP", "210", "3.3s", "08-31-2017-12-01-29"],
["128.110.0.49", "128.110.0.11", "33594", "17217", "TCP", "222", "2.6s", "08-31-2017-12-54-35"],
["128.110.0.49", "128.110.0.11", "38154", "13020", "TCP", "201", "2.0s", "08-31-2017-12-03-33"],
["128.110.0.49", "128.110.0.11", "37160", "19528", "TCP", "217", "1.4s", "08-31-2017-12-18-48"],
["128.110.0.49", "128.110.0.11", "39659", "13627", "TCP", "246", "2.7s", "08-31-2017-12-28-58"],
["128.110.0.49", "128.110.0.11", "36366", "19630", "TCP", "215", "1.1s", "08-31-2017-12-02-50"],
["128.110.0.49", "128.110.0.11", "37703", "13126", "TCP", "250", "2.9s", "08-31-2017-12-34-50"],
["128.110.0.49", "128.110.0.11", "36620", "10917", "TCP", "239", "2.7s", "08-31-2017-12-09-07"],
["128.110.0.49", "128.110.0.11", "31917", "10873", "TCP", "243", "1.9s", "08-31-2017-12-01-18"],
["128.110.0.49", "128.110.0.11", "31247", "16670", "TCP", "239", "1.4s", "08-31-2017-12-27-17"],
["128.110.0.49", "128.110.0.11", "36202", "19718", "TCP", "231", "1.9s", "08-31-2017-12-33-27"],
["128.110.0.49", "128.110.0.11", "37905", "18739", "TCP", "219", "1.4s", "08-31-2017-12-47-52"],
["128.110.0.49", "128.110.0.11", "30493", "15246", "TCP", "223", "3.2s", "08-31-2017-12-26-42"],
["128.110.0.49", "128.110.0.11", "34858", "13538", "TCP", "225", "2.8s", "08-31-2017-12-08-51"],
["128.110.0.49", "128.110.0.11", "32297", "13054", "TCP", "229", "2.9s", "08-31-2017-12-32-10"],
["128.110.0.49", "128.110.0.11", "39433", "18167", "TCP", "201", "2.2s", "08-31-2017-12-37-57"],
["128.110.0.49", "128.110.0.11", "31106", "17165", "TCP", "238", "2.6s", "08-31-2017-12-23-06"],
["128.110.0.49", "128.110.0.11", "36076", "15894", "TCP", "232", "1.6s", "08-31-2017-12-01-48"],
["128.110.0.49", "128.110.0.11", "36830", "17030", "TCP", "242", "3.1s", "08-31-2017-12-19-28"],
["128.110.0.49", "128.110.0.11", "32488", "13765", "TCP", "215", "3.4s", "08-31-2017-12-25-29"],
["128.110.0.49", "128.110.0.11", "31123", "17559", "TCP", "203", "1.9s", "08-31-2017-12-32-38"],
["128.110.0.49", "128.110.0.11", "38798", "11480", "TCP", "213", "1.3s", "08-31-2017-12-36-20"],
["128.110.0.49", "128.110.0.11", "34461", "11924", "TCP", "211", "2.0s", "08-31-2017-12-58-32"],
["128.110.0.49", "128.110.0.11", "30462", "15308", "TCP", "244", "3.3s", "08-31-2017-12-41-57"],
["128.110.0.49", "128.110.0.11", "39153", "18794", "TCP", "248", "2.6s", "08-31-2017-12-18-38"],
["128.110.0.49", "128.110.0.11", "36164", "13199", "TCP", "247", "1.7s", "08-31-2017-12-30-43"],
["128.110.0.49", "128.110.0.11", "38512", "18528", "TCP", "204", "3.1s", "08-31-2017-12-58-51"],
["128.110.0.49", "128.110.0.11", "34966", "12846", "TCP", "249", "3.1s", "08-31-2017-12-56-40"],
["128.110.0.49", "128.110.0.11", "37014", "16914", "TCP", "236", "1.7s", "08-31-2017-12-25-29"],
["128.110.0.49", "128.110.0.11", "37323", "19488", "TCP", "227", "2.0s", "08-31-2017-12-10-13"],
["128.110.0.49", "128.110.0.11", "36548", "12802", "TCP", "248", "3.3s", "08-31-2017-12-53-22"],
["128.110.0.49", "128.110.0.11", "31635", "15338", "TCP", "240", "3.1s", "08-31-2017-12-13-17"],
["128.110.0.49", "128.110.0.11", "31311", "19663", "TCP", "232", "1.2s", "08-31-2017-12-23-07"],
["128.110.0.49", "128.110.0.11", "31527", "16167", "TCP", "247", "1.9s", "08-31-2017-12-50-28"],
["128.110.0.49", "128.110.0.11", "30951", "19331", "TCP", "225", "3.4s", "08-31-2017-12-52-52"],
["128.110.0.49", "128.110.0.11", "36668", "10173", "TCP", "240", "2.2s", "08-31-2017-12-42-55"],
["128.110.0.49", "128.110.0.11", "37198", "11273", "TCP", "242", "1.8s", "08-31-2017-12-44-11"],
["128.110.0.49", "128.110.0.11", "35600", "11059", "TCP", "247", "3.1s", "08-31-2017-12-56-53"],
["128.110.0.49", "128.110.0.11", "34170", "11084", "TCP", "223", "2.5s", "08-31-2017-12-59-48"],
["128.110.0.49", "128.110.0.11", "36834", "19009", "TCP", "217", "2.4s", "08-31-2017-12-26-18"],
["128.110.0.49", "128.110.0.11", "32618", "10825", "TCP", "219", "2.7s", "08-31-2017-12-44-08"],
["128.110.0.49", "128.110.0.11", "38449", "15071", "TCP", "250", "1.3s", "08-31-2017-12-28-38"],
["128.110.0.49", "128.110.0.11", "37764", "16948", "TCP", "221", "1.4s", "08-31-2017-12-44-50"],
["128.110.0.49", "128.110.0.11", "38293", "14622", "TCP", "226", "3.3s", "08-31-2017-12-18-08"],
["128.110.0.49", "128.110.0.11", "32779", "19751", "TCP", "218", "2.1s", "08-31-2017-12-49-15"],
["128.110.0.49", "128.110.0.11", "39295", "14680", "TCP", "206", "1.5s", "08-31-2017-12-44-37"],
["128.110.0.49", "128.110.0.11", "39547", "15553", "TCP", "243", "1.0s", "08-31-2017-12-41-40"],
["128.110.0.49", "128.110.0.11", "30199", "13081", "TCP", "234", "1.6s", "08-31-2017-12-42-48"],
["128.110.0.49", "128.110.0.11", "36462", "16500", "TCP", "213", "2.5s", "08-31-2017-12-43-08"],
["128.110.0.49", "128.110.0.11", "31066", "13362", "TCP", "224", "2.4s", "08-31-2017-12-41-18"],
["128.110.0.49", "128.110.0.11", "30746", "12933", "TCP", "216", "2.2s", "08-31-2017-12-20-20"],
["128.110.0.49", "128.110.0.11", "35102", "17171", "TCP", "200", "2.5s", "08-31-2017-12-55-33"],
["128.110.0.49", "128.110.0.11", "36736", "16966", "TCP", "204", "1.9s", "08-31-2017-12-34-53"],
["128.110.0.49", "128.110.0.11", "39267", "13964", "TCP", "208", "1.3s", "08-31-2017-12-14-08"],
["128.110.0.49", "128.110.0.11", "39214", "11464", "TCP", "238", "2.9s", "08-31-2017-12-45-15"],
["128.110.0.49", "128.110.0.11", "32991", "10056", "TCP", "217", "1.3s", "08-31-2017-12-58-52"],
["128.110.0.49", "128.110.0.11", "30510", "18996", "TCP", "247", "2.5s", "08-31-2017-12-16-50"],
["128.110.0.49", "128.110.0.11", "39229", "17824", "TCP", "219", "2.5s", "08-31-2017-12-05-47"],
["128.110.0.49", "128.110.0.11", "34955", "11119", "TCP", "217", "3.0s", "08-31-2017-12-56-27"],
["128.110.0.49", "128.110.0.11", "39547", "13971", "TCP", "200", "2.3s", "08-31-2017-12-56-31"],
["128.110.0.49", "128.110.0.11", "39520", "16075", "TCP", "240", "1.7s", "08-31-2017-12-22-32"],
["128.110.0.49", "128.110.0.11", "39966", "11666", "TCP", "249", "1.5s", "08-31-2017-12-18-39"],
["128.110.0.49", "128.110.0.11", "36189", "14795", "TCP", "204", "1.3s", "08-31-2017-12-36-54"],
["128.110.0.49", "128.110.0.11", "38651", "18569", "TCP", "203", "3.0s", "08-31-2017-12-10-17"],
["128.110.0.49", "128.110.0.11", "35904", "17088", "TCP", "234", "3.3s", "08-31-2017-12-39-26"],
["128.110.0.49", "128.110.0.11", "35083", "18086", "TCP", "249", "1.4s", "08-31-2017-12-42-06"],
["128.110.0.49", "128.110.0.11", "35120", "13720", "TCP", "234", "2.8s", "08-31-2017-12-52-53"],
["128.110.0.49", "128.110.0.11", "36546", "18757", "TCP", "247", "1.9s", "08-31-2017-12-35-43"],
["128.110.0.49", "128.110.0.11", "35097", "13622", "TCP", "227", "2.9s", "08-31-2017-12-46-09"],
["128.110.0.49", "128.110.0.11", "30094", "14096", "TCP", "228", "2.6s", "08-31-2017-12-12-34"],
["128.110.0.49", "128.110.0.11", "37781", "13936", "TCP", "232", "2.0s", "08-31-2017-12-36-01"],
["128.110.0.49", "128.110.0.11", "35526", "13647", "TCP", "211", "2.1s", "08-31-2017-12-21-58"],
["128.110.0.49", "128.110.0.11", "37665", "16090", "TCP", "228", "2.2s", "08-31-2017-12-10-54"],
["128.110.0.49", "128.110.0.11", "34831", "14872", "TCP", "250", "2.0s", "08-31-2017-12-10-25"],
["128.110.0.49", "128.110.0.11", "38792", "12237", "TCP", "206", "1.8s", "08-31-2017-12-30-07"],
["128.110.0.49", "128.110.0.11", "32965", "12159", "TCP", "221", "2.0s", "08-31-2017-12-04-32"],
["128.110.0.49", "128.110.0.11", "39928", "13524", "TCP", "232", "1.5s", "08-31-2017-12-04-12"],
["128.110.0.49", "128.110.0.11", "35477", "18486", "TCP", "231", "1.6s", "08-31-2017-12-42-08"],
["128.110.0.49", "128.110.0.11", "36718", "15637", "TCP", "212", "2.4s", "08-31-2017-12-29-51"],
["128.110.0.49", "128.110.0.11", "32512", "19389", "TCP", "238", "1.5s", "08-31-2017-12-35-20"],
["128.110.0.49", "128.110.0.11", "35188", "18668", "TCP", "249", "1.9s", "08-31-2017-12-40-31"],
["128.110.0.49", "128.110.0.11", "38656", "17999", "TCP", "213", "1.9s", "08-31-2017-12-15-19"],
["128.110.0.49", "128.110.0.11", "39579", "17185", "TCP", "235", "2.9s", "08-31-2017-12-48-52"],
["128.110.0.49", "128.110.0.11", "33482", "18419", "TCP", "235", "2.1s", "08-31-2017-12-45-08"],
["128.110.0.49", "128.110.0.11", "36503", "19487", "TCP", "234", "1.3s", "08-31-2017-12-34-20"],
["128.110.0.49", "128.110.0.11", "30297", "13689", "TCP", "200", "2.1s", "08-31-2017-12-17-31"],
["128.110.0.49", "128.110.0.11", "32667", "12477", "TCP", "224", "1.7s", "08-31-2017-12-34-58"],
