Miami,25.784,-80.2102
Chicago,41.8373,-87.6861
New York,40.7127281,-74.006015
Little Rock,34.7255,-92.3581
Seattle,47.6211,-122.3244
San Diego,32.7174209,-117.162771
Houston,29.7868,-95.3905
Dumont,40.9452,-73.9923
Sunland Park,31.8195,-106.5948
Davidson,35.4862,-80.8271
Williston,48.1814,-103.6364
Bells,35.7203,-89.0859
Fountain Valley,33.7105,-117.9514
Las Vegas,36.167245,-115.149021
Portland,45.5202471,-122.6741949
Phoenix,33.4484367,-112.074142
Jacksonville,30.3322,-81.6557
Philadelphia,39.9524 ,-75.1636
Indianapolis,39.7683,-86.1584
Kansas City,39.1001,-94.5781
