[
["192.168.1.10", "192.168.1.53", "14839", "36386", "TCP", "802""3.2s"],
["192.168.1.10", "192.168.1.53", "12754", "32190", "TCP", "611""1.8s"],
["192.168.1.10", "192.168.1.53", "10885", "36930", "TCP", "532""1.3s"],
["192.168.1.10", "192.168.1.53", "19011", "31275", "TCP", "727""6.6s"],
["192.168.1.10", "192.168.1.53", "12985", "39031", "TCP", "932""6.0s"],
["192.168.1.10", "192.168.1.53", "11107", "31261", "TCP", "769""5.9s"],
["192.168.1.10", "192.168.1.53", "15543", "38998", "TCP", "990""5.0s"],
["192.168.1.10", "192.168.1.53", "16448", "30122", "TCP", "509""4.6s"],
["192.168.1.10", "192.168.1.53", "17051", "35889", "TCP", "439""5.1s"],
["192.168.1.10", "192.168.1.53", "13606", "34556", "TCP", "552""6.9s"],
["192.168.1.10", "192.168.1.53", "10914", "34265", "TCP", "843""3.8s"],
["192.168.1.10", "192.168.1.53", "10102", "31860", "TCP", "749""2.5s"],
["192.168.1.10", "192.168.1.53", "18014", "30265", "TCP", "493""4.6s"],
["192.168.1.10", "192.168.1.53", "12605", "31992", "TCP", "687""5.0s"],
["192.168.1.10", "192.168.1.53", "10186", "32075", "TCP", "626""6.9s"],
["192.168.1.10", "192.168.1.53", "14634", "39853", "TCP", "991""3.8s"],
["192.168.1.10", "192.168.1.53", "17289", "37406", "TCP", "618""4.9s"],
["192.168.1.10", "192.168.1.53", "11931", "35476", "TCP", "499""2.6s"],
["192.168.1.10", "192.168.1.53", "12080", "39746", "TCP", "788""3.7s"],
["192.168.1.10", "192.168.1.53", "12871", "38083", "TCP", "712""1.4s"],
["192.168.1.10", "192.168.1.53", "12244", "37391", "TCP", "932""4.3s"],
["192.168.1.10", "192.168.1.53", "11331", "30423", "TCP", "770""2.5s"],
["192.168.1.10", "192.168.1.53", "10754", "36586", "TCP", "847""2.8s"],
["192.168.1.10", "192.168.1.53", "14258", "39070", "TCP", "780""6.9s"],
["192.168.1.10", "192.168.1.53", "12199", "34445", "TCP", "550""5.2s"],
["192.168.1.10", "192.168.1.53", "14786", "39255", "TCP", "409""5.2s"],
["192.168.1.10", "192.168.1.53", "14909", "33655", "TCP", "865""3.7s"],
["192.168.1.10", "192.168.1.53", "16376", "34129", "TCP", "660""1.8s"],
["192.168.1.10", "192.168.1.53", "16821", "36543", "TCP", "735""6.3s"],
["192.168.1.10", "192.168.1.53", "14072", "36471", "TCP", "967""5.8s"],
["192.168.1.10", "192.168.1.53", "18800", "30536", "TCP", "400""2.2s"],
["192.168.1.10", "192.168.1.53", "19754", "37843", "TCP", "416""4.5s"],
["192.168.1.10", "192.168.1.53", "10222", "33653", "TCP", "911""1.4s"],
["192.168.1.10", "192.168.1.53", "16649", "32700", "TCP", "471""1.8s"],
["192.168.1.10", "192.168.1.53", "11653", "35577", "TCP", "438""2.9s"],
["192.168.1.10", "192.168.1.53", "11846", "35989", "TCP", "834""2.1s"],
["192.168.1.10", "192.168.1.53", "15345", "37802", "TCP", "878""4.0s"],
["192.168.1.10", "192.168.1.53", "18828", "37523", "TCP", "480""2.1s"],
["192.168.1.10", "192.168.1.53", "13073", "39070", "TCP", "988""4.9s"],
["192.168.1.10", "192.168.1.53", "15243", "33607", "TCP", "774""1.1s"],
["192.168.1.10", "192.168.1.53", "13544", "39781", "TCP", "526""4.2s"],
["192.168.1.10", "192.168.1.53", "10423", "36095", "TCP", "803""1.1s"],
["192.168.1.10", "192.168.1.53", "11844", "37867", "TCP", "743""4.1s"],
["192.168.1.10", "192.168.1.53", "13722", "34384", "TCP", "696""5.3s"],
["192.168.1.10", "192.168.1.53", "17435", "33395", "TCP", "487""3.5s"],
["192.168.1.10", "192.168.1.53", "14662", "34491", "TCP", "600""4.9s"],
["192.168.1.10", "192.168.1.53", "14359", "33057", "TCP", "692""6.2s"],
["192.168.1.10", "192.168.1.53", "19961", "35229", "TCP", "421""5.9s"],
["192.168.1.10", "192.168.1.53", "10578", "32626", "TCP", "860""4.0s"],
["192.168.1.10", "192.168.1.53", "14019", "30752", "TCP", "638""5.4s"],
["192.168.1.10", "192.168.1.53", "12056", "30845", "TCP", "975""5.1s"],
["192.168.1.10", "192.168.1.53", "14438", "35248", "TCP", "895""1.5s"],
["192.168.1.10", "192.168.1.53", "16697", "35488", "TCP", "930""6.8s"],
["192.168.1.10", "192.168.1.53", "13399", "34791", "TCP", "767""7.4s"],
["192.168.1.10", "192.168.1.53", "17469", "31800", "TCP", "598""2.3s"],
["192.168.1.10", "192.168.1.53", "16636", "36791", "TCP", "626""3.8s"],
["192.168.1.10", "192.168.1.53", "10846", "30258", "TCP", "492""6.1s"],
["192.168.1.10", "192.168.1.53", "15209", "32777", "TCP", "553""3.9s"],
["192.168.1.10", "192.168.1.53", "17145", "31263", "TCP", "721""7.0s"],
["192.168.1.10", "192.168.1.53", "19073", "38182", "TCP", "756""1.8s"],
["192.168.1.10", "192.168.1.53", "17804", "33809", "TCP", "740""3.7s"],
["192.168.1.10", "192.168.1.53", "16974", "34263", "TCP", "853""7.3s"]
]
