host-src-ip			host-dst-ip			host-src-port			host-dst-port			host-protocol			flow-size-in-bytes			flow-duration
192.168.1.10			192.168.1.53			15672			36223			TCP			764			1.0s
192.168.1.10			192.168.1.53			16130			31822			TCP			724			3.0s
192.168.1.10			192.168.1.53			18597			30198			TCP			500			2.0s
192.168.1.10			192.168.1.53			12055			35227			TCP			726			5.0s
192.168.1.10			192.168.1.53			15419			33565			TCP			502			2.9s
192.168.1.10			192.168.1.53			18727			39337			TCP			623			4.8s
192.168.1.10			192.168.1.53			15214			36983			TCP			942			1.6s
192.168.1.10			192.168.1.53			18500			35770			TCP			680			6.5s
192.168.1.10			192.168.1.53			10560			33978			TCP			518			1.3s
192.168.1.10			192.168.1.53			18620			36158			TCP			726			2.9s
192.168.1.10			192.168.1.53			10816			37959			TCP			474			5.7s
192.168.1.10			192.168.1.53			17537			36912			TCP			650			5.1s
192.168.1.10			192.168.1.53			14552			37760			TCP			477			1.3s
192.168.1.10			192.168.1.53			15027			34050			TCP			607			5.5s
192.168.1.10			192.168.1.53			15960			30066			TCP			700			2.6s
192.168.1.10			192.168.1.53			17779			34626			TCP			410			5.0s
192.168.1.10			192.168.1.53			11212			32054			TCP			485			4.2s
192.168.1.10			192.168.1.53			13690			37542			TCP			966			4.7s
192.168.1.10			192.168.1.53			10313			34043			TCP			892			1.8s
192.168.1.10			192.168.1.53			19691			38648			TCP			882			4.6s
192.168.1.10			192.168.1.53			16626			30297			TCP			981			6.8s
192.168.1.10			192.168.1.53			18150			33309			TCP			629			1.7s
192.168.1.10			192.168.1.53			13978			30007			TCP			728			4.3s
192.168.1.10			192.168.1.53			18006			33099			TCP			787			6.9s
192.168.1.10			192.168.1.53			13316			31992			TCP			487			4.7s
192.168.1.10			192.168.1.53			19162			34456			TCP			498			5.9s
192.168.1.10			192.168.1.53			10039			36523			TCP			636			2.4s
192.168.1.10			192.168.1.53			12925			36178			TCP			466			2.4s
192.168.1.10			192.168.1.53			17797			30201			TCP			638			6.8s
192.168.1.10			192.168.1.53			13675			37108			TCP			983			1.1s
192.168.1.10			192.168.1.53			14918			33697			TCP			966			7.5s
192.168.1.10			192.168.1.53			17258			30008			TCP			466			6.3s
192.168.1.10			192.168.1.53			13042			36604			TCP			938			3.9s
192.168.1.10			192.168.1.53			10921			32504			TCP			698			7.4s
192.168.1.10			192.168.1.53			16557			34591			TCP			927			1.8s
192.168.1.10			192.168.1.53			18095			35451			TCP			480			6.9s
192.168.1.10			192.168.1.53			13532			39788			TCP			675			6.0s
192.168.1.10			192.168.1.53			12942			30002			TCP			558			7.1s
192.168.1.10			192.168.1.53			14826			34224			TCP			445			2.1s
192.168.1.10			192.168.1.53			13017			32158			TCP			533			4.2s
192.168.1.10			192.168.1.53			11779			30227			TCP			559			5.9s
192.168.1.10			192.168.1.53			15787			38530			TCP			482			1.6s
192.168.1.10			192.168.1.53			14651			31195			TCP			749			5.9s
192.168.1.10			192.168.1.53			18242			35264			TCP			581			1.9s
192.168.1.10			192.168.1.53			11440			37810			TCP			857			3.3s
192.168.1.10			192.168.1.53			10390			30106			TCP			604			1.0s
192.168.1.10			192.168.1.53			14461			38523			TCP			978			5.2s
192.168.1.10			192.168.1.53			15729			30966			TCP			646			5.3s
192.168.1.10			192.168.1.53			14636			39756			TCP			433			6.4s
192.168.1.10			192.168.1.53			13126			38637			TCP			845			2.4s
192.168.1.10			192.168.1.53			15596			32878			TCP			940			5.9s
192.168.1.10			192.168.1.53			15869			35636			TCP			614			6.6s
192.168.1.10			192.168.1.53			15100			35061			TCP			677			7.0s
192.168.1.10			192.168.1.53			19315			38792			TCP			522			7.1s
192.168.1.10			192.168.1.53			18586			31743			TCP			553			1.5s
192.168.1.10			192.168.1.53			16332			36826			TCP			917			7.4s
192.168.1.10			192.168.1.53			17400			31878			TCP			539			6.5s
192.168.1.11			192.168.1.255			10966			34263			TCP			704			4.1s
192.168.1.11			192.168.1.255			12817			36644			TCP			688			7.4s
192.168.1.11			192.168.1.255			13847			39308			TCP			730			3.4s
192.168.1.11			192.168.1.255			18652			35931			TCP			548			1.9s
192.168.1.11			192.168.1.255			10432			32886			TCP			963			2.9s
192.168.1.11			192.168.1.255			18678			33138			TCP			614			6.0s
192.168.1.11			192.168.1.255			15921			36955			TCP			849			2.6s
192.168.1.11			192.168.1.255			10342			34674			TCP			882			1.5s
192.168.1.11			192.168.1.255			17513			32266			TCP			726			6.4s
192.168.1.11			192.168.1.255			11474			37060			TCP			888			6.8s
192.168.1.11			192.168.1.255			17674			30784			TCP			658			4.3s
192.168.1.11			192.168.1.255			14008			33546			TCP			585			1.3s
192.168.1.11			192.168.1.255			15870			32461			TCP			837			3.5s
192.168.1.11			192.168.1.255			11368			38766			TCP			538			7.5s
192.168.1.11			192.168.1.255			17690			30502			TCP			591			5.2s
192.168.1.11			192.168.1.255			14340			30100			TCP			770			4.4s
192.168.1.11			192.168.1.255			12246			34952			TCP			832			6.2s
192.168.1.11			192.168.1.255			19321			32069			TCP			769			3.6s
192.168.1.11			192.168.1.255			12971			31244			TCP			746			4.2s
192.168.1.11			192.168.1.255			18026			37861			TCP			873			3.3s
192.168.1.11			192.168.1.255			15545			34379			TCP			630			6.8s
192.168.1.11			192.168.1.255			17113			33458			TCP			648			3.7s
192.168.1.11			192.168.1.255			19557			30910			TCP			494			1.0s
192.168.1.11			192.168.1.255			12800			34068			TCP			882			4.6s
192.168.1.11			192.168.1.255			18887			33543			TCP			534			4.2s
192.168.1.11			192.168.1.255			12130			36782			TCP			915			2.0s
192.168.1.11			192.168.1.255			12569			32662			TCP			535			5.0s
192.168.1.11			192.168.1.255			12177			35115			TCP			945			6.9s
192.168.1.11			192.168.1.255			12642			31501			TCP			862			2.2s
192.168.1.11			192.168.1.255			19647			38246			TCP			959			6.4s
192.168.1.11			192.168.1.255			15931			35048			TCP			647			4.8s
192.168.1.11			192.168.1.255			14173			30712			TCP			539			6.8s
192.168.1.11			192.168.1.255			17516			38598			TCP			619			1.4s
192.168.1.11			192.168.1.255			13287			39778			TCP			470			5.3s
192.168.1.11			192.168.1.255			17539			32406			TCP			650			7.0s
192.168.1.11			192.168.1.255			11879			32931			TCP			944			1.6s
192.168.1.11			192.168.1.255			12101			34594			TCP			723			6.6s
192.168.1.11			192.168.1.255			14966			38588			TCP			903			5.6s
192.168.1.11			192.168.1.255			14316			32445			TCP			705			1.4s
192.168.1.11			192.168.1.255			12448			34476			TCP			639			7.1s
192.168.1.11			192.168.1.255			19798			35329			TCP			751			4.6s
192.168.1.11			192.168.1.255			11759			37912			TCP			916			4.8s
192.168.1.11			192.168.1.255			13735			34434			TCP			883			1.5s
192.168.1.11			192.168.1.255			19467			32629			TCP			679			5.9s
192.168.1.11			192.168.1.255			19484			39133			TCP			837			2.5s
192.168.1.11			192.168.1.255			11648			35582			TCP			743			2.3s
192.168.1.11			192.168.1.255			12813			39820			TCP			745			2.7s
192.168.1.11			192.168.1.255			12242			35503			TCP			529			2.6s
192.168.1.11			192.168.1.255			17592			30504			TCP			628			6.0s
192.168.1.11			192.168.1.255			16461			34200			TCP			911			6.1s
192.168.1.11			192.168.1.255			17656			30345			TCP			533			1.6s
192.168.1.11			192.168.1.255			15167			36927			TCP			420			5.8s
192.168.1.11			192.168.1.255			14347			37206			TCP			905			7.5s
192.168.1.11			192.168.1.255			15420			31494			TCP			686			5.9s
192.168.1.11			192.168.1.255			15036			34649			TCP			840			7.0s
192.168.1.11			192.168.1.255			18993			39753			TCP			820			6.9s
192.168.1.13			192.168.1.255			39442			15772			UDP			769			25.7s
192.168.1.13			192.168.1.255			48069			3987			TCP			474			32.3s
192.168.1.13			192.168.1.255			48136			1614			TCP			984			44.5s
