[
["192.168.1.11", "192.168.1.53", "15449", "30851", "TCP", "717", "6.2s", "08-31-2017-13-39-44"],
["192.168.1.11", "192.168.1.53", "10810", "31208", "TCP", "993", "2.7s", "08-31-2017-13-18-29"],
["192.168.1.11", "192.168.1.53", "17257", "37132", "TCP", "726", "5.9s", "08-31-2017-13-38-12"],
["192.168.1.11", "192.168.1.53", "15339", "31191", "TCP", "402", "7.2s", "08-31-2017-13-22-18"],
["192.168.1.11", "192.168.1.53", "15754", "34238", "TCP", "642", "1.8s", "08-31-2017-13-37-11"],
["192.168.1.11", "192.168.1.53", "17230", "38294", "TCP", "680", "1.1s", "08-31-2017-13-25-41"],
["192.168.1.11", "192.168.1.53", "14619", "35326", "TCP", "717", "6.1s", "08-31-2017-13-02-59"],
["192.168.1.11", "192.168.1.53", "14888", "37495", "TCP", "788", "1.5s", "08-31-2017-13-17-19"],
["192.168.1.11", "192.168.1.53", "17963", "34972", "TCP", "936", "6.6s", "08-31-2017-13-00-49"],
["192.168.1.11", "192.168.1.53", "18585", "37632", "TCP", "959", "5.4s", "08-31-2017-13-03-42"],
["192.168.1.11", "192.168.1.53", "17240", "31459", "TCP", "695", "4.8s", "08-31-2017-13-05-54"],
["192.168.1.11", "192.168.1.53", "19141", "35611", "TCP", "964", "2.8s", "08-31-2017-13-46-06"],
["192.168.1.11", "192.168.1.53", "19688", "39469", "TCP", "477", "1.6s", "08-31-2017-13-03-23"],
["192.168.1.11", "192.168.1.53", "17781", "36895", "TCP", "647", "6.7s", "08-31-2017-13-46-59"],
["192.168.1.11", "192.168.1.53", "16280", "36020", "TCP", "723", "4.0s", "08-31-2017-13-58-59"],
["192.168.1.11", "192.168.1.53", "17094", "35996", "TCP", "725", "7.4s", "08-31-2017-13-29-47"],
["192.168.1.11", "192.168.1.53", "18790", "38057", "TCP", "665", "1.4s", "08-31-2017-13-00-42"],
["192.168.1.11", "192.168.1.53", "15161", "34289", "TCP", "571", "5.5s", "08-31-2017-13-52-11"],
["192.168.1.11", "192.168.1.53", "16377", "30225", "TCP", "726", "5.9s", "08-31-2017-13-20-27"],
["192.168.1.11", "192.168.1.53", "13477", "35073", "TCP", "479", "1.2s", "08-31-2017-13-55-06"],
["192.168.1.11", "192.168.1.53", "12961", "35330", "TCP", "579", "4.2s", "08-31-2017-13-17-20"],
["192.168.1.11", "192.168.1.53", "11416", "38684", "TCP", "963", "5.7s", "08-31-2017-13-35-52"],
["192.168.1.11", "192.168.1.53", "18677", "37621", "TCP", "923", "1.5s", "08-31-2017-13-46-13"],
["192.168.1.11", "192.168.1.53", "17958", "32455", "TCP", "665", "4.4s", "08-31-2017-13-19-15"],
["192.168.1.11", "192.168.1.53", "17663", "38204", "TCP", "725", "4.4s", "08-31-2017-13-43-18"],
["192.168.1.11", "192.168.1.53", "17800", "37145", "TCP", "913", "4.2s", "08-31-2017-13-22-24"],
["192.168.1.11", "192.168.1.53", "17477", "30147", "TCP", "900", "6.9s", "08-31-2017-13-37-33"],
["192.168.1.11", "192.168.1.53", "14754", "37511", "TCP", "957", "5.6s", "08-31-2017-13-21-38"],
["192.168.1.11", "192.168.1.53", "19782", "39902", "TCP", "893", "6.8s", "08-31-2017-13-32-06"],
