host-src-ip			host-dst-ip			host-src-port			host-dst-port			host-protocol			flow-size-in-bytes			flow-duration
128.110.0.32			128.110.0.37			19005			767			TCP			726			3.7s
128.110.0.32			128.110.0.37			14654			1683			TCP			697			1.5s
128.110.0.32			128.110.0.37			12501			1604			TCP			650			1.1s
128.110.0.32			128.110.0.37			15578			300			TCP			758			4.0s
128.110.0.32			128.110.0.37			17256			334			TCP			707			2.2s
128.110.0.32			128.110.0.37			12059			930			TCP			798			2.8s
128.110.0.32			128.110.0.37			14237			1605			TCP			863			2.0s
128.110.0.32			128.110.0.37			7017			1345			TCP			625			3.6s
128.110.0.32			128.110.0.37			14610			347			TCP			620			3.8s
128.110.0.32			128.110.0.37			7948			1110			TCP			800			1.9s
128.110.0.32			128.110.0.37			16238			1330			TCP			760			4.0s
128.110.0.32			128.110.0.37			5941			1099			TCP			839			1.9s
128.110.0.32			128.110.0.37			10796			1450			TCP			818			3.9s
128.110.0.32			128.110.0.37			17582			2041			TCP			843			3.4s
128.110.0.32			128.110.0.37			7403			995			TCP			688			1.1s
128.110.0.32			128.110.0.37			14196			1754			TCP			666			3.9s
128.110.0.32			128.110.0.37			17935			899			TCP			783			3.4s
128.110.0.32			128.110.0.37			2119			1204			TCP			632			3.6s
128.110.0.32			128.110.0.37			9557			327			TCP			799			1.7s
128.110.0.32			128.110.0.37			6806			1565			TCP			722			1.2s
128.110.0.32			128.110.0.37			12768			999			TCP			684			2.6s
128.110.0.32			128.110.0.37			13254			1802			TCP			803			2.2s
128.110.0.32			128.110.0.37			5449			875			TCP			687			1.3s
128.110.0.32			128.110.0.37			16819			1698			TCP			657			2.4s
128.110.0.32			128.110.0.37			18796			1584			TCP			738			2.6s
128.110.0.32			128.110.0.37			17528			1144			TCP			719			2.1s
128.110.0.32			128.110.0.37			3002			387			TCP			872			3.0s
128.110.0.32			128.110.0.37			6629			1935			TCP			624			2.2s
128.110.0.32			128.110.0.37			9755			1934			TCP			600			2.7s
128.110.0.32			128.110.0.37			9115			509			TCP			780			2.7s
128.110.0.32			128.110.0.37			2108			1117			TCP			770			2.1s
128.110.0.32			128.110.0.37			11965			1783			TCP			747			1.5s
128.110.0.32			128.110.0.37			10136			1619			TCP			809			1.0s
128.110.0.32			128.110.0.37			18800			1185			TCP			630			1.8s
128.110.0.32			128.110.0.37			12056			1836			TCP			667			2.2s
128.110.0.32			128.110.0.37			6556			215			TCP			866			1.1s
128.110.0.32			128.110.0.37			18094			698			TCP			693			2.3s
128.110.0.32			128.110.0.37			3383			864			TCP			886			2.7s
128.110.0.32			128.110.0.37			19440			180			TCP			654			2.2s
128.110.0.32			128.110.0.37			7112			1250			TCP			634			2.1s
128.110.0.32			128.110.0.37			9878			737			TCP			721			1.9s
128.110.0.32			128.110.0.37			14251			770			TCP			736			1.1s
128.110.0.32			128.110.0.37			9915			749			TCP			727			1.9s
128.110.0.32			128.110.0.37			4963			848			TCP			632			1.4s
128.110.0.32			128.110.0.37			12443			1856			TCP			801			2.7s
128.110.0.32			128.110.0.37			11443			1328			TCP			872			3.0s
128.110.0.32			128.110.0.37			7478			1647			TCP			828			1.9s
128.110.0.32			128.110.0.37			18925			646			TCP			741			1.7s
128.110.0.32			128.110.0.37			6590			966			TCP			891			3.0s
128.110.0.32			128.110.0.37			13832			1730			TCP			699			2.2s
128.110.0.32			128.110.0.37			5720			752			TCP			867			1.8s
128.110.0.32			128.110.0.37			5361			1360			TCP			640			2.9s
128.110.0.32			128.110.0.37			13026			1698			TCP			636			1.9s
128.110.0.32			128.110.0.37			5591			1465			TCP			798			3.7s
128.110.0.32			128.110.0.37			19123			657			TCP			856			2.5s
128.110.0.32			128.110.0.37			7304			1350			TCP			623			2.1s
128.110.0.32			128.110.0.37			3894			840			TCP			845			2.5s
128.110.0.32			128.110.0.37			8892			1546			TCP			634			3.6s
128.110.0.32			128.110.0.37			12803			1315			TCP			860			3.2s
128.110.0.32			128.110.0.37			3942			1746			TCP			699			2.8s
128.110.0.32			128.110.0.37			5234			972			TCP			786			1.9s
