[
["128.110.0.49", "128.110.0.11", "30827", "13945", "TCP", "224""3.1s"],
["128.110.0.49", "128.110.0.11", "37221", "15163", "TCP", "200""3.5s"],
["128.110.0.49", "128.110.0.11", "32414", "16125", "TCP", "207""2.2s"],
["128.110.0.49", "128.110.0.11", "35582", "15192", "TCP", "201""2.8s"],
["128.110.0.49", "128.110.0.11", "34435", "11608", "TCP", "217""2.0s"],
["128.110.0.49", "128.110.0.11", "36069", "14473", "TCP", "201""2.9s"],
["128.110.0.49", "128.110.0.11", "38657", "18573", "TCP", "249""1.3s"],
["128.110.0.49", "128.110.0.11", "32917", "11345", "TCP", "207""1.3s"],
["128.110.0.49", "128.110.0.11", "32907", "12848", "TCP", "239""2.6s"],
["128.110.0.49", "128.110.0.11", "39900", "13253", "TCP", "206""2.8s"],
["128.110.0.49", "128.110.0.11", "30183", "16965", "TCP", "235""2.7s"],
["128.110.0.49", "128.110.0.11", "33285", "17500", "TCP", "232""3.0s"],
["128.110.0.49", "128.110.0.11", "38343", "17030", "TCP", "249""2.9s"],
["128.110.0.49", "128.110.0.11", "39015", "10049", "TCP", "223""2.2s"],
["128.110.0.49", "128.110.0.11", "38443", "11042", "TCP", "222""3.5s"],
["128.110.0.49", "128.110.0.11", "33707", "13597", "TCP", "202""2.8s"],
["128.110.0.49", "128.110.0.11", "33651", "18678", "TCP", "225""2.5s"],
["128.110.0.49", "128.110.0.11", "32950", "16384", "TCP", "220""2.7s"],
["128.110.0.49", "128.110.0.11", "31785", "18645", "TCP", "208""1.7s"],
["128.110.0.49", "128.110.0.11", "35128", "15941", "TCP", "200""3.4s"],
["128.110.0.49", "128.110.0.11", "39455", "12900", "TCP", "214""2.1s"],
["128.110.0.49", "128.110.0.11", "31778", "13153", "TCP", "233""1.4s"],
["128.110.0.49", "128.110.0.11", "31434", "17085", "TCP", "243""3.1s"],
["128.110.0.49", "128.110.0.11", "34277", "16689", "TCP", "242""1.4s"],
["128.110.0.49", "128.110.0.11", "36230", "19092", "TCP", "220""2.1s"],
["128.110.0.49", "128.110.0.11", "36381", "12621", "TCP", "246""1.4s"],
["128.110.0.49", "128.110.0.11", "34524", "11955", "TCP", "219""3.5s"],
["128.110.0.49", "128.110.0.11", "36441", "10105", "TCP", "233""1.7s"],
["128.110.0.49", "128.110.0.11", "33957", "11466", "TCP", "210""1.9s"],
["128.110.0.49", "128.110.0.11", "36111", "11162", "TCP", "248""1.2s"],
["128.110.0.49", "128.110.0.11", "36509", "19044", "TCP", "217""2.8s"],
["128.110.0.49", "128.110.0.11", "30608", "11493", "TCP", "212""2.5s"],
["128.110.0.49", "128.110.0.11", "34335", "12226", "TCP", "206""2.0s"],
["128.110.0.49", "128.110.0.11", "33491", "14072", "TCP", "201""1.2s"],
["128.110.0.49", "128.110.0.11", "37209", "18718", "TCP", "242""3.2s"],
["128.110.0.49", "128.110.0.11", "38263", "16954", "TCP", "219""2.1s"],
["128.110.0.49", "128.110.0.11", "30465", "12055", "TCP", "248""3.0s"],
["128.110.0.49", "128.110.0.11", "38474", "15723", "TCP", "223""1.4s"],
["128.110.0.49", "128.110.0.11", "32781", "11093", "TCP", "219""2.9s"],
["128.110.0.49", "128.110.0.11", "35835", "19584", "TCP", "234""1.2s"],
["128.110.0.49", "128.110.0.11", "37437", "13339", "TCP", "227""2.9s"],
["128.110.0.49", "128.110.0.11", "39786", "19381", "TCP", "222""2.1s"],
["128.110.0.49", "128.110.0.11", "39730", "19622", "TCP", "202""2.0s"],
["128.110.0.49", "128.110.0.11", "38614", "14621", "TCP", "226""2.5s"],
["128.110.0.49", "128.110.0.11", "38847", "18764", "TCP", "219""1.3s"],
["128.110.0.49", "128.110.0.11", "36081", "12469", "TCP", "206""3.4s"],
["128.110.0.49", "128.110.0.11", "30039", "11933", "TCP", "238""2.0s"],
["128.110.0.49", "128.110.0.11", "38186", "18944", "TCP", "210""1.3s"],
["128.110.0.49", "128.110.0.11", "37381", "13177", "TCP", "242""3.5s"],
["128.110.0.49", "128.110.0.11", "32439", "16423", "TCP", "202""1.2s"],
["128.110.0.49", "128.110.0.11", "30550", "14084", "TCP", "247""2.8s"],
["128.110.0.49", "128.110.0.11", "37543", "16705", "TCP", "248""2.3s"],
["128.110.0.49", "128.110.0.11", "34986", "15420", "TCP", "218""1.5s"],
["128.110.0.49", "128.110.0.11", "30014", "18730", "TCP", "206""3.3s"],
["128.110.0.49", "128.110.0.11", "33902", "18079", "TCP", "208""1.3s"],
["128.110.0.49", "128.110.0.11", "35919", "11957", "TCP", "228""3.3s"],
["128.110.0.49", "128.110.0.11", "32464", "16280", "TCP", "215""1.6s"],
["128.110.0.49", "128.110.0.11", "32317", "11755", "TCP", "232""1.2s"],
["128.110.0.49", "128.110.0.11", "33777", "16688", "TCP", "211""1.3s"],
["128.110.0.49", "128.110.0.11", "38839", "15675", "TCP", "218""2.6s"],
["128.110.0.49", "128.110.0.11", "32993", "10275", "TCP", "241""2.9s"],
["128.110.0.49", "128.110.0.11", "38517", "17668", "TCP", "228""2.3s"],
["128.110.0.49", "128.110.0.11", "31916", "14748", "TCP", "239""1.3s"],
["128.110.0.49", "128.110.0.11", "34796", "14191", "TCP", "247""1.4s"],
["128.110.0.49", "128.110.0.11", "38054", "11731", "TCP", "203""3.0s"],
["128.110.0.49", "128.110.0.11", "34935", "19069", "TCP", "226""3.0s"],
["128.110.0.49", "128.110.0.11", "39999", "14314", "TCP", "248""2.9s"],
["128.110.0.49", "128.110.0.11", "38210", "17650", "TCP", "242""3.0s"],
["128.110.0.49", "128.110.0.11", "37587", "18312", "TCP", "243""2.3s"],
["128.110.0.49", "128.110.0.11", "34083", "13505", "TCP", "223""3.0s"],
["128.110.0.49", "128.110.0.11", "31206", "10321", "TCP", "203""2.9s"],
["128.110.0.49", "128.110.0.11", "34927", "10644", "TCP", "242""1.6s"],
["128.110.0.49", "128.110.0.11", "39198", "16213", "TCP", "200""1.3s"],
["128.110.0.49", "128.110.0.11", "39238", "13933", "TCP", "200""3.5s"],
["128.110.0.49", "128.110.0.11", "33305", "17738", "TCP", "207""2.2s"],
["128.110.0.49", "128.110.0.11", "35975", "15542", "TCP", "237""3.0s"],
["128.110.0.49", "128.110.0.11", "31621", "10278", "TCP", "222""2.4s"],
["128.110.0.49", "128.110.0.11", "31096", "11673", "TCP", "243""2.5s"],
["128.110.0.49", "128.110.0.11", "34364", "12570", "TCP", "204""1.8s"],
["128.110.0.49", "128.110.0.11", "30471", "11786", "TCP", "217""2.1s"],
["128.110.0.49", "128.110.0.11", "36511", "19710", "TCP", "248""1.3s"],
["128.110.0.49", "128.110.0.11", "36979", "11073", "TCP", "220""2.7s"],
["128.110.0.49", "128.110.0.11", "38266", "16335", "TCP", "224""2.6s"],
["128.110.0.49", "128.110.0.11", "31582", "12458", "TCP", "244""2.6s"],
["128.110.0.49", "128.110.0.11", "35665", "19162", "TCP", "224""3.4s"],
["128.110.0.49", "128.110.0.11", "36279", "11144", "TCP", "216""2.8s"],
["128.110.0.49", "128.110.0.11", "32879", "16763", "TCP", "223""2.0s"],
["128.110.0.49", "128.110.0.11", "31385", "15441", "TCP", "227""3.4s"],
["128.110.0.49", "128.110.0.11", "39550", "11670", "TCP", "235""3.2s"],
["128.110.0.49", "128.110.0.11", "30446", "12382", "TCP", "203""1.1s"],
["128.110.0.49", "128.110.0.11", "38813", "13217", "TCP", "218""1.2s"],
["128.110.0.49", "128.110.0.11", "31845", "10134", "TCP", "218""3.5s"],
["128.110.0.49", "128.110.0.11", "30673", "19933", "TCP", "218""2.8s"],
["128.110.0.49", "128.110.0.11", "32051", "11687", "TCP", "218""1.9s"],
["128.110.0.49", "128.110.0.11", "39259", "12554", "TCP", "226""2.1s"],
["128.110.0.49", "128.110.0.11", "30720", "15430", "TCP", "242""3.3s"],
["128.110.0.49", "128.110.0.11", "33733", "16820", "TCP", "232""3.1s"],
["128.110.0.49", "128.110.0.11", "32697", "19728", "TCP", "221""2.8s"],
["128.110.0.49", "128.110.0.11", "38732", "10848", "TCP", "226""2.4s"],
["128.110.0.49", "128.110.0.11", "33820", "10065", "TCP", "226""2.3s"],
["128.110.0.49", "128.110.0.11", "39485", "17704", "TCP", "217""2.9s"],
["128.110.0.49", "128.110.0.11", "36916", "18325", "TCP", "228""3.1s"],
["128.110.0.49", "128.110.0.11", "36388", "12391", "TCP", "220""2.3s"],
["128.110.0.49", "128.110.0.11", "36549", "10469", "TCP", "205""1.8s"],
["128.110.0.49", "128.110.0.11", "38143", "15846", "TCP", "236""1.7s"],
["128.110.0.49", "128.110.0.11", "34183", "16899", "TCP", "207""2.1s"],
["128.110.0.49", "128.110.0.11", "34551", "14149", "TCP", "203""2.1s"],
["128.110.0.49", "128.110.0.11", "38744", "17257", "TCP", "235""3.3s"],
["128.110.0.49", "128.110.0.11", "31764", "16453", "TCP", "229""2.9s"],
["128.110.0.49", "128.110.0.11", "36939", "10185", "TCP", "222""2.2s"],
["128.110.0.49", "128.110.0.11", "39493", "18586", "TCP", "245""1.4s"],
["128.110.0.49", "128.110.0.11", "34780", "11650", "TCP", "208""1.9s"],
["128.110.0.49", "128.110.0.11", "34433", "10635", "TCP", "233""2.9s"],
["128.110.0.49", "128.110.0.11", "32040", "11148", "TCP", "237""1.4s"],
["128.110.0.49", "128.110.0.11", "33655", "18859", "TCP", "233""1.2s"],
["128.110.0.49", "128.110.0.11", "32937", "16014", "TCP", "242""2.0s"],
["128.110.0.49", "128.110.0.11", "34120", "11337", "TCP", "243""2.7s"],
["128.110.0.49", "128.110.0.11", "36125", "19089", "TCP", "227""2.1s"],
["128.110.0.49", "128.110.0.11", "37452", "19531", "TCP", "232""1.3s"],
["128.110.0.49", "128.110.0.11", "39313", "15067", "TCP", "204""2.6s"],
["128.110.0.49", "128.110.0.11", "30334", "10739", "TCP", "235""1.5s"],
["128.110.0.49", "128.110.0.11", "39326", "18735", "TCP", "236""2.8s"],
["128.110.0.49", "128.110.0.11", "34820", "16994", "TCP", "232""3.4s"],
["128.110.0.49", "128.110.0.11", "36770", "14443", "TCP", "221""2.1s"],
["128.110.0.49", "128.110.0.11", "31806", "13682", "TCP", "206""2.5s"],
["128.110.0.49", "128.110.0.11", "37099", "11780", "TCP", "236""2.5s"],
["128.110.0.49", "128.110.0.11", "39990", "17856", "TCP", "200""2.0s"],
["128.110.0.49", "128.110.0.11", "37083", "12432", "TCP", "228""3.3s"],
["128.110.0.49", "128.110.0.11", "38724", "18127", "TCP", "226""3.2s"],
["128.110.0.49", "128.110.0.11", "38354", "14437", "TCP", "223""2.2s"],
["128.110.0.49", "128.110.0.11", "33715", "18110", "TCP", "211""3.2s"],
["128.110.0.49", "128.110.0.11", "30688", "18827", "TCP", "204""2.7s"],
["128.110.0.49", "128.110.0.11", "39507", "12568", "TCP", "210""2.6s"],
["128.110.0.49", "128.110.0.11", "38158", "18532", "TCP", "203""2.3s"],
["128.110.0.49", "128.110.0.11", "39520", "10717", "TCP", "208""2.2s"],
