host-src-ip			host-dst-ip			host-src-port			host-dst-port			host-protocol			flow-size-in-bytes			flow-duration
128.110.0.32			128.110.0.49			19725			32725			TCP			514			4.6s
128.110.0.32			128.110.0.49			13864			38192			TCP			415			6.6s
128.110.0.32			128.110.0.49			18925			36821			TCP			982			1.6s
128.110.0.32			128.110.0.49			16688			30303			TCP			612			1.2s
128.110.0.32			128.110.0.49			17029			30510			TCP			500			2.8s
128.110.0.32			128.110.0.49			16241			33262			TCP			858			2.7s
128.110.0.32			128.110.0.49			10578			35737			TCP			898			2.5s
128.110.0.32			128.110.0.49			18459			34825			TCP			431			2.2s
128.110.0.32			128.110.0.49			12452			34084			TCP			683			4.9s
128.110.0.32			128.110.0.49			17992			37792			TCP			518			6.5s
128.110.0.32			128.110.0.49			15945			36534			TCP			818			5.9s
128.110.0.32			128.110.0.49			12214			38244			TCP			563			1.5s
128.110.0.32			128.110.0.49			14803			36640			TCP			957			5.3s
128.110.0.32			128.110.0.49			15932			32127			TCP			470			2.9s
128.110.0.32			128.110.0.49			15172			30959			TCP			605			1.8s
128.110.0.32			128.110.0.49			18333			35973			TCP			867			2.4s
128.110.0.32			128.110.0.49			14682			31286			TCP			543			1.0s
128.110.0.32			128.110.0.49			16949			34505			TCP			836			2.4s
128.110.0.32			128.110.0.49			12057			31576			TCP			939			2.3s
128.110.0.32			128.110.0.49			19708			39565			TCP			406			1.2s
128.110.0.32			128.110.0.49			17398			36708			TCP			586			4.6s
128.110.0.32			128.110.0.49			16408			32728			TCP			915			5.1s
128.110.0.32			128.110.0.49			15261			35167			TCP			727			3.0s
128.110.0.32			128.110.0.49			12446			30170			TCP			756			4.4s
128.110.0.32			128.110.0.49			12406			37624			TCP			832			5.7s
128.110.0.32			128.110.0.49			17639			39189			TCP			719			7.1s
128.110.0.32			128.110.0.49			17709			34803			TCP			792			6.9s
128.110.0.32			128.110.0.49			19787			38359			TCP			798			6.4s
128.110.0.32			128.110.0.49			10293			31905			TCP			668			2.0s
128.110.0.32			128.110.0.49			10959			32310			TCP			407			1.9s
128.110.0.32			128.110.0.49			13479			33520			TCP			822			2.6s
128.110.0.32			128.110.0.49			16058			33256			TCP			672			3.3s
128.110.0.32			128.110.0.49			11429			36810			TCP			466			3.5s
128.110.0.32			128.110.0.49			18405			33623			TCP			750			3.4s
128.110.0.32			128.110.0.49			12817			36903			TCP			431			6.1s
128.110.0.32			128.110.0.49			11788			36869			TCP			773			4.2s
128.110.0.32			128.110.0.49			17417			31659			TCP			818			1.9s
128.110.0.32			128.110.0.49			17942			36017			TCP			803			5.4s
128.110.0.32			128.110.0.49			15995			37223			TCP			630			6.0s
128.110.0.32			128.110.0.49			17365			30169			TCP			560			6.6s
128.110.0.32			128.110.0.49			18839			32305			TCP			652			6.6s
128.110.0.32			128.110.0.49			13415			32158			TCP			838			7.4s
128.110.0.32			128.110.0.49			16098			34035			TCP			436			7.1s
128.110.0.32			128.110.0.49			11574			31725			TCP			996			1.0s
128.110.0.32			128.110.0.49			15861			37439			TCP			758			5.9s
128.110.0.32			128.110.0.49			18432			34732			TCP			653			6.7s
128.110.0.32			128.110.0.49			18805			36535			TCP			562			4.8s
128.110.0.32			128.110.0.49			18977			39402			TCP			796			6.2s
128.110.0.32			128.110.0.49			17885			36464			TCP			672			6.0s
128.110.0.32			128.110.0.49			12646			37483			TCP			612			6.6s
128.110.0.32			128.110.0.49			19531			33797			TCP			445			2.3s
128.110.0.32			128.110.0.49			10574			33554			TCP			673			6.3s
128.110.0.33			128.110.0.49			15923			31841			TCP			644			2.5s
128.110.0.33			128.110.0.49			11744			30553			TCP			427			4.1s
128.110.0.33			128.110.0.49			15420			38952			TCP			799			3.0s
128.110.0.33			128.110.0.49			10793			31328			TCP			572			4.0s
128.110.0.33			128.110.0.49			16873			30330			TCP			721			1.9s
128.110.0.33			128.110.0.49			16149			38611			TCP			542			5.7s
128.110.0.33			128.110.0.49			18447			32472			TCP			670			3.5s
128.110.0.33			128.110.0.49			13162			35785			TCP			483			5.1s
128.110.0.33			128.110.0.49			13030			35274			TCP			846			2.2s
128.110.0.33			128.110.0.49			16309			30391			TCP			989			4.6s
128.110.0.33			128.110.0.49			19617			32081			TCP			661			6.6s
128.110.0.33			128.110.0.49			17629			32872			TCP			745			7.4s
128.110.0.33			128.110.0.49			14565			34783			TCP			793			1.9s
128.110.0.33			128.110.0.49			15512			39007			TCP			455			1.1s
128.110.0.33			128.110.0.49			18129			39575			TCP			436			5.4s
128.110.0.33			128.110.0.49			13118			37654			TCP			646			1.3s
128.110.0.33			128.110.0.49			10060			32388			TCP			650			4.9s
128.110.0.33			128.110.0.49			19804			35586			TCP			878			6.1s
128.110.0.33			128.110.0.49			15732			32667			TCP			773			5.0s
128.110.0.33			128.110.0.49			12095			34661			TCP			770			7.1s
128.110.0.33			128.110.0.49			15231			31702			TCP			529			7.3s
128.110.0.33			128.110.0.49			13506			31377			TCP			858			1.5s
128.110.0.33			128.110.0.49			18856			37692			TCP			984			3.6s
128.110.0.33			128.110.0.49			17916			38634			TCP			904			2.7s
128.110.0.33			128.110.0.49			10385			31841			TCP			567			5.1s
128.110.0.33			128.110.0.49			11260			34138			TCP			443			7.1s
128.110.0.33			128.110.0.49			12402			31319			TCP			835			6.0s
128.110.0.33			128.110.0.49			18723			38060			TCP			403			4.1s
128.110.0.33			128.110.0.49			11668			33740			TCP			592			1.9s
128.110.0.33			128.110.0.49			14190			37077			TCP			844			3.2s
128.110.0.33			128.110.0.49			10779			31452			TCP			607			6.2s
128.110.0.33			128.110.0.49			18286			38743			TCP			940			1.5s
128.110.0.33			128.110.0.49			17913			33766			TCP			928			3.1s
128.110.0.33			128.110.0.49			11274			37782			TCP			908			5.1s
128.110.0.33			128.110.0.49			10876			35020			TCP			949			5.2s
128.110.0.33			128.110.0.49			19062			36360			TCP			516			1.6s
128.110.0.33			128.110.0.49			11434			39845			TCP			890			1.1s
128.110.0.33			128.110.0.49			13445			33707			TCP			571			6.7s
128.110.0.33			128.110.0.49			10780			38234			TCP			778			3.8s
128.110.0.33			128.110.0.49			12395			37731			TCP			572			1.9s
128.110.0.33			128.110.0.49			12223			32165			TCP			945			5.7s
128.110.0.33			128.110.0.49			13947			38096			TCP			735			4.8s
128.110.0.33			128.110.0.49			17920			33651			TCP			491			2.9s
128.110.0.33			128.110.0.49			11550			30508			TCP			434			3.9s
128.110.0.33			128.110.0.49			10017			32950			TCP			419			7.3s
128.110.0.33			128.110.0.49			11922			33202			TCP			406			4.2s
128.110.0.33			128.110.0.49			13229			39648			TCP			479			3.6s
128.110.0.33			128.110.0.49			15482			36466			TCP			843			5.1s
128.110.0.33			128.110.0.49			10514			36565			TCP			426			4.5s
128.110.0.33			128.110.0.49			17930			34059			TCP			422			2.1s
128.110.0.33			128.110.0.49			16608			31344			TCP			466			2.4s
128.110.0.33			128.110.0.49			15406			37345			TCP			633			3.9s
128.110.0.33			128.110.0.49			19955			33364			TCP			599			7.4s
128.110.0.33			128.110.0.49			15629			30337			TCP			496			6.7s
128.110.0.33			128.110.0.49			11778			37697			TCP			570			3.3s
128.110.0.35			128.110.0.41			9885			909			UDP			167			1.4s
128.110.0.35			128.110.0.41			7638			1394			TCP			166			1.8s
128.110.0.35			128.110.0.41			8712			616			TCP			154			1.9s
128.110.0.35			128.110.0.41			5806			1919			UDP			158			1.7s
128.110.0.35			128.110.0.41			7565			1368			TCP			174			1.8s
128.110.0.35			128.110.0.41			6087			383			UDP			164			1.3s
128.110.0.35			128.110.0.41			5327			1047			UDP			153			1.8s
128.110.0.35			128.110.0.41			6527			418			TCP			162			1.5s
128.110.0.35			128.110.0.41			7037			44			TCP			173			1.9s
128.110.0.35			128.110.0.41			6843			928			TCP			169			1.7s
128.110.0.35			128.110.0.41			9511			758			TCP			173			1.4s
128.110.0.35			128.110.0.41			6015			860			TCP			173			1.6s
128.110.0.35			128.110.0.41			7928			1603			TCP			158			1.2s
128.110.0.35			128.110.0.41			9300			1569			TCP			161			1.7s
128.110.0.35			128.110.0.41			8425			1494			TCP			170			1.9s
128.110.0.35			128.110.0.41			5096			1649			TCP			175			1.5s
128.110.0.35			128.110.0.41			6411			1116			UDP			171			1.9s
128.110.0.35			128.110.0.41			8928			695			TCP			157			1.5s
128.110.0.35			128.110.0.41			8945			328			UDP			152			2.0s
128.110.0.35			128.110.0.41			7796			1832			UDP			156			1.3s
128.110.0.35			128.110.0.41			6095			1342			UDP			153			1.2s
128.110.0.35			128.110.0.41			6949			866			UDP			160			1.3s
128.110.0.35			128.110.0.41			7567			1860			TCP			158			2.0s
128.110.0.35			128.110.0.41			5527			13			UDP			161			1.6s
128.110.0.35			128.110.0.41			6745			1284			UDP			162			1.9s
128.110.0.35			128.110.0.41			6308			1946			UDP			166			1.6s
128.110.0.35			128.110.0.41			7383			1905			UDP			172			1.3s
128.110.0.35			128.110.0.41			5248			127			TCP			162			2.0s
128.110.0.35			128.110.0.41			5765			1976			TCP			153			1.3s
128.110.0.35			128.110.0.41			7820			1594			UDP			172			1.7s
128.110.0.35			128.110.0.41			8675			134			TCP			166			1.3s
128.110.0.35			128.110.0.41			5806			154			TCP			170			1.7s
128.110.0.35			128.110.0.41			6828			394			UDP			152			1.1s
128.110.0.35			128.110.0.41			9290			1520			UDP			159			1.8s
128.110.0.35			128.110.0.41			8704			982			TCP			159			1.5s
128.110.0.35			128.110.0.41			8066			1356			UDP			168			1.2s
128.110.0.35			128.110.0.41			9124			1322			UDP			157			1.7s
128.110.0.35			128.110.0.41			5853			539			TCP			168			1.1s
128.110.0.35			128.110.0.41			7186			1312			UDP			151			1.6s
128.110.0.35			128.110.0.41			6465			1149			UDP			168			1.6s
128.110.0.35			128.110.0.41			6603			1162			UDP			160			1.1s
128.110.0.35			128.110.0.41			9932			431			TCP			151			1.9s
128.110.0.35			128.110.0.41			6977			611			TCP			172			1.2s
128.110.0.35			128.110.0.41			5711			584			TCP			158			1.7s
128.110.0.35			128.110.0.41			6598			1660			TCP			154			1.7s
128.110.0.35			128.110.0.41			6903			667			TCP			158			1.7s
128.110.0.35			128.110.0.41			8968			1116			UDP			157			1.2s
128.110.0.35			128.110.0.41			8445			2047			UDP			164			1.1s
128.110.0.35			128.110.0.41			9063			619			TCP			174			1.2s
128.110.0.35			128.110.0.41			5979			1423			TCP			169			1.3s
128.110.0.35			128.110.0.41			6308			1393			TCP			159			1.9s
128.110.0.35			128.110.0.41			8882			1768			UDP			159			1.9s
128.110.0.35			128.110.0.41			5189			51			UDP			158			1.5s
